ID,text,label
77BR5IY,WA7DEK YA T7IFA M3ALEM,1
NAXXGKX,mabladkom 3bed tfouuuuh,0
ZZ5DWG4,التافه والتافهة محلّمها قناة تافهة........الفتان  يجالس المبدعين في مجالس الابداع والثقافة والعاهرو العاهرة لهم مجالس اللواط والمساحقة,0
VD2MR9S,شلاكة !,0
PRSCUD5,7lowa barcha,1
11U20GZ,ماسط لاسط,0
1YYH9GJ,Bravo bravo fawzi wasel w rabi yonsrek,1
NTALWMG,5wenji monafeg,0
0K2RO38,Maasta laasta,0
YCJ8D8F,الممثلة هذي تعيفْ 😬😬,0
KMJ89BW,كراكوز,0
8HGYJXQ,Mala 9hba,0
OLYYFC3,رجل ممتاز وفارس البلاطوات برافو يا سي فتحي,1
1GZT2I8,"يغلي كالبرمه !!!!! شكون إسكتو وترلي اعصابي "" حرام عليكم معادش تعديوه حياتو كامله يسب و إعارك وما عاجبو شي وهو ما جا شئ عندو الحق بندير مان """,0
6B1Q7QJ,Bravoooooooo sami a7la jaw,1
MJBFF31,علاش حاطين نوفل الورتاني مامصطو ومتفهو !! تي رجعولنا نزار ولا علاء و سيب علينا من راس الروكبا  هذا!! بففففففففففف كنت نعمل عليها كيف كلام الناس فسدتوها والله,0
8Z1RSZ9,إعلام العار هذا هذااعلام يرحم فمك يا بن بريك والفاهم يفهم,0
N2L7X9O,لعنة الله على الفساق والي لازم يتلام القناة الي جايبة هلمناضر على المباشر وفى الكلام ملقينا فاش نحكو ياخي هو مثلي والي جابو لدنيا شكون لقا زوز رجال ولا زوز نساء يا حيوان,0
XDG09ND,ناجي جلول انت كبرت في نضري,1
610TXNO,والله محلها أنا عجبني,1
O0WZCO1,مقداد السهيلي سيدي الشّيخ ياأكبر قفاف منافق في الجمهورية التونسية,0
8ZMSIXW,malla mnayek,0
66UH8KX,Mezyana,1
D28L6SU,والله ما امسط من نجلاء كان انت والفن تكب سعدا من نهار لشدية انت نقيب الفنانين برا شوف خدمة اخرى خيرلك انت عملت عار وريحة اكثر من نجلاء ....ياسيدي شيخ .....تحكي على الفن شنوا مستواك انت تي انت ونجلاء كيف كيف انت م .. وهيا ق... ورجال ميتحقرش يابهيم موش ندافع على الدالاجي اما حسب من شوف خير منك وعطى في ميدان متعوا خير منك .....مرخصك حاصيلوا .........يا مسخ تفوه عليك وعلى قدرك كان عندك فدر ............,0
VADS57L,محلاها.السمري,1
NRXAJZG,rajel wsid erjel,1
DJBGB7V,JALOUL YA M3ALLEM,1
OU5QGDJ,إمرأة تشرف تونس,1
OSAF70T,تعجبني محلها,0
ZV2BR3Z,كان جا بيدي قسماً برب الكعبة ننفيك من تونس ونبعثك للصومال انت والحثالة الورتاني، أنتم أكبر عار علي تونس,0
APFC2FH,انتي معللللللللللللم 😉,1
ELB4S05,el kebire kbire ya 7abibi,1
WGDP21X,ملا منطق يحكي بيه و ملا مستوى منحط لكن هذا موش غريب على هالسنبل هذا,0
ZGHN14U,تفو عليكم تعلموا في بناتكم الرخس وقلة التربية نورمالمون تعلموا بناتكم كيفاه يتصرفوا في المواقف هاذي بالطريقة الصحيحة مش تعلموا وحدة مخطوبة تعوم بالبيكيني مع خطيب اختها,0
4CK6GNY,Ma7leeeehem rabi yfadhalhomlek kariiiim,1
XULLNCP,Massatha lyoum salelm mr,0
IOQKSKX,الفة نحبو جديدك رانا نستنوو,1
J5R4R1X,وجيهة الجندوبي هي سبب فشل نسيبتي العزيزة,0
3OOV220,Wlh nakrhou leleh fi sabil ellah,0
QWNE6X4,Bravo shakib ,1
KAL2CFC,راجل,1
0XROM4R,Bravo :'(,1
4H4S0BX,ya mase55555,0
SXB2UH5,مكثركم و مقل بركتكم  ...,0
0D7B6FA,الحاصيلو ماسط لاسط يا شمير,0
4ZOV2WI,brjoliya ja3four m3lem ma3ndk fih mt9ol,1
2WB6Z7J,قداااه نكرهو هالغمة عالقلب كالشوكة فالحلق و الفن التونسي دمو رزيييين خاطر مقداد نقيب الفنانين اع ععع مكعبر و معقد و اصلع و يحكي تقول سلطان الجن لوول تي اعطيوه كف و لا صبو عليه ماء بارد فيقوه على وضعو..جبالك الرواسي ولا عبدك الثقيل,0
VCIBYGN,باهي برشا ان شاء الله بتوفيق تعجبني بالمسلسلات,1
VGM3U9Y,ميسا كانت احلي شي في حلقه,1
8O18HTG,قلة حياء و قلة تربية الغلطة في العباد إلي جابتها البرنامج طاح ياسر مستواه باشباه العباد هاذم ايا تراه فيق يا لطفي العماري,0
DAELX39,Souut w ziiin lee wlh bch tda5llouna f 7iiit,1
IEWXV2O,أحترماتي,1
E71M9QG,Bravo sami ya3tikom saha,1
CNASNHJ,Bravoooooooo,1
8YNTPCW,Faneeeen ya fanen,1
GDX0FZN,Hasbi allah wa na3ma alwakil fikom ma5arabtou lebled ken entouma ya firen hbouset,0
SGUKD1O,M3allem,1
13TM99Q,Wa7id rajel bere777 bilehi na7oulna haka amine rahouu masittttþ,1
8J81K86,m3lem,1
4984TKR,Masseeeeeeeeeet,0
BE47XDU,الشيب والعيب,0
J8QOSPJ,أنيقة برشا محلاها 👍,1
5XMEQFC,M3alem bravou alah ya7mik,1
VH8S5GA,bravo emir :),1
UJPZS1S,Offfff ma7abitech netfarej 5hater houwa mawjoud masettt,0
XWOTBZZ,Hhhh 3jbetni,1
UJZRFXF,انت معلم 👌,1
IH3YBGU,mamsettt ,0
G2PSSMB,malla kholka,0
UGWLRU3,ﻋﻠﻴﻚ ﻳﺎ ﻣﺎﻛﺶ ﺭﺍﺟﻞ ﺷﻬﺮ ﻋﺒﺎﺩﺓ ﻋﺎﻣﻞ ﺑﻴﻪ ﻫﻜﻪ
,0
DII7MC0,عار علينا أمثالكم أيها الشواذ جنسيا وجب سحب الجنسية منكم,0
XNIUROY,l7a9 dima mwaher,1
578A3NJ,Wlhi mabardt 3la 9loubna ken enti bravo,1
OLFBTET,rak masta,0
NHEV0ST,Rajel,1
VE1P4R7,Nour chiba y'a m3almmm <3 <3,1
JZ4F9U7,sob7an alh maala manather,0
AYEG19T,قطوسة أجمل و أحسن ممثلة في تونس :-),1
30X72FE,ماخوركم يعجب التافهين فقط,0
2LPZ1X8,تتشرف أنك تجمعي اذا انت في مزبلة التاريخ يا سقط المتاع...,0
XTU5ZS3,الكلب هذا،أقسم برب العزة إلا ما ينتقم منو ربي أشد أنتقام،وتذكروا كلامي.فماش مرة ما حاربش فيها ربي والرسول.الله لا ترحملو عظم،آمين,0
JFRES13,walid rajel ;) ..,1
BACXNKT,Wlhi ta7foun 5ir m'en 3arbi mezni el Marty,1
EYY7XUB,Tbarkala aalik ya rym zin w 3in w rzana ; mwaf9a nshalah :*,1
VFKHELM,nmout 3alik..bara rabi y3alik 3ali y3adik...hedha ken thama chkoun y3adik aslan...rabi ywaf9ek..,1
59LUTGI,rana m3ak ya walid,1
XA94GM7,برافو وليد برافو احمد والله رجال,1
5IOLFJ2,من ناحية ماسطة ماسطة.مستوى منحط هكا علاش عمرنا منقدموا!!!!,0
90YMO8K,Mahleha,1
KBJDXPJ,a3333333    nkraha,0
BLLW9LR,كبير و ميبون ههه,0
ESF0D15,7abaytha mn dawrha fi na3ouret lahwe :* bou zaynha <3,1
B49LCG6,bravooooooooooooooooooooooooo si jalloul,1
6TB45RK,مخيب وجوهكم شلايك,0
ZJSDZFU,ملا مناظر مقلبه....,0
QAGQBEJ,مشاء الله,1
SAA47RU,❤️❤️❤️❤️,1
QSVBZ16,lemin hkeya kbira ou yo93od dima ostoura,1
UOY7LWP,ياسر مزينة و فينو,1
JJ27IJ8,Mallemaaaaa,1
YKLTSL2,T3jbni wenhbha,1
413USXN,ya ja3four ya m3alam lik wahcha 3a télé wenti nour rak dima mnawarna,1
NKXDCSV,"bravoo 3leha bsar7a 

تحياتي سيدي المحترم
Bravo jaloul
Bravooooo
ROI3A
برافو مروى واصل
Bou zienikoum mahlekoum 3sal 3sal :* :* <3 <3
waaaaaw tfata9 ma7leek lyouma <3
والله إنتي معلم والتوانسة الكل منك تتعلم،برافو #جعفر
ربي معاك كريم يعجبني برشا
Kolha mizyena
ماشاء اللـّه عسلة
احسن فريق يعجبنى اما ناقص ابراهيم هبليه
برافو بدر
M3aleeeem bravoo
Enhebha
Bravo bravo
يعجبني صوتها أما نحب نقلها واصل ع المنوال إلي تخدم فيه
هههههه وأخيرا برافو سامي :)
Ma7lek aycha :*
هههههههه محلاهم
Bravoo ja3four.bon continuation.rabi ywaf9ik.
تعجبني حضور محترم طيب في الكلام
bravo n jaloul
Bravooooooo
behi swayit w fanen
Bravo
البنت طيبه وجميله
Bravo 👏 Walid  m3lm
Hhh n7ebou w te3jebni ya3tik ya lokza
وحدك يا جلول
Dima mwahar ma7lek w el wahra 3andha nésha  bravooooo bon courage
Ti3jibni barcha
اعز واحد بيروم يعتيه دودة محلاه
wassil ya lotfi ou rabi i3awnik  ou zide i5dem taw tal9a <3  <3  :*
sahrya tahfouna testana fina
Ja3fouuur ya m3alem
محلاك يا بيوتة عمايل تمشي و تزيان تبركله عليك :* :*
Bravooooo bon choix
انسان خدام طلعت برشا ربرات على اكتافو  وكلمتو قوي ماللخر يحب يخدم ربي معاه
صوتك حلو وانتي محلاك وغناياتك محلاهم اما زيد اخدم اكثر انتي فنان باهي يا ايمن ❤💚💜💛
WALLAH M3ALLEM
Sout raw3a.... j'adore...
روعة اليوم و كل يوم
M3alem bravo
ya3jibni n9olou bravou wasel
ظلمناك مالأول أما توا عرفناك صادق ❤واصل مصطفى ...
Hhhh m3alma
مسرحي بارع،ومثقف،وواعي ويعرف اش يحكي و كل كلمة في بقعتها برافو بن يغلان ربي معاك
Bravo lotfi enti  tmathel  elwe9a3 mta3 barch twensa  w kima y9oulouha la79i9a mora
Tabarkala 3lik ya Karim rabi ifadlhomlik
صافي سعيد موسوعة
maryouma wa7dek bi sara7a edawer leya9 3lik tou9tel nmout 3lik
Thabel 3ejbetni barcha w rabi ye7mikom sami
ممثل و فنان تونسي له كل التقدير اما  ما تجيش تلعبها مثقف و سياسي محنك :3 خاترك من الناحية هذي فلووووب
Ma7lek...
bravo ettounsiya
m3allem weld jam3iya <3
نحن نعشقها ونحن نعشق الحوار التونسي
مدام محرزية مرا وعليها الكلام الحكاية حكاية فكرة وثبات....
شرفت الفن في تونس مطربة و فنانة كبيرة
صوت نادر وجميل في فنانة متواضعة
يا معلم!!!!!
walhi m3alem w borjolya 3jbtni kisa5satha w 5rajet
اقوى ممثلة
Mwahir bserwal la7mar y' ja3four hhhhh
الرجولة .
Barvooo 3ajbetni barcha
ممتاز طيح عالكل
عمري لا حبيت وليد التونسي أما ليوم عرفت قيمتوا ...راجل و سيد الرجال
خير. من. برشة.  عباد
Bravo walid
مبدعة و نحبها برشا
Ma7lehem
Ma7leeeeeeeek ya rim mala wahra w mala rzana ya jawharet echacha  etounsiya bravooooo
bravo wajiha 
M3alim
واقعية في كلامها و معندهاش الزايد برافو وجيهة يانوارة البرنامج :* 
bravo sami mouch 3adi you9til bou7ek bien
براڤو سامي
ya ja3four  machalah 3likkkkkkk
chi5 t7ifa to7fa w antika
روعة
Bravo pour welid tounsi
momadhla dhkiyaa
باسم الله ما شاء الله وسبحان الخالق المبدع
Sabhane Allah machaallah
To99tel
برافو معلم عطها لا تقر لا تكتب لشكيب
Lmosalsel bda ya7la
Bravoo samirrrrrrrr
كويسة ممتازة وربى معاها
راجل مناضل الله يعينوا على الايام  ياااارب (y)
bravoo
يعطيه الصحة طلع راجل و مقلبش الفيستة كيف غيرو
7lowa
بالرجولية معلم كيف خرج من الاستوديو
Hlowa barcha bravo Sami bon courage
Ena nhebha
Oui a9wa la9ta
برافو وليد التونسي 👍
",1
RFOWA3J,As9et w amsa5 machoft fi 7yati,0
KZGDIK8,Bravo walid bravo barradti 3la 9albi,1
3QZ46FA,Sa5afni miskin la wja ya7ki inconsciemment 9al siyedit ra2is 3la ben ali hhhhhhh 😂😂😂😂,0
O917RDE,ماسط وبليد ركيك وًرهدان,0
AYYORFP,قليلية تربية و عمرك ما شرفت الفنانين اصلا اول مرة نشوفو خليقتها كيفاش  جاية تحط في روحها مع الفنانين الكبار,0
LAQG1JU,عشششششل مشاء الله,1
T7BS6B6,Bravo,1
SQZXWZ5,فتاة متصنعة غير متوازنة نفسيا وزوج مستفز ببرودة أعصابه ..تقولوا منحبكش يقوللها قولي نحبك نكتب عليك صداق. !!!!! الخلاصة قلبي وجعني على ولادهم,0
SBAED1L,"Sa7bi kafon m3allem dima blastek honi w fi kol el baramej 
bittawfik
Wahdek ya walid nahitli 5amja 3la 9albi.....
مش عادية برافو
فنانة
Bekketni m3aha 
",1
QKYB77N,Akid bravo maryouma,1
AUZ5R3T,Wallah m3alem bravo 3lik 👍,1
FDJU91K,Barvo ناجي جلول,1
N8F1UTN,Vraiment bravo sami wrabi m3ak,1
AUDGVWY,ماسط لاسط من قبل مش من تو. ...و قداش ظهر hypocrite  في هاك الحلقة متاع ca me di rien متاع التنويم المغناطيسي وكي تفضحو   عملو رواحهم يفدلكو,0
MIA65YW,Raw3a bravo,1
NCF7M3C,الشيطان اشب منو الخييييييييييت,0
LQRX35O,Bsara7a wa7dou Karim el gharbi,1
GUDSZS6,راجل,1
YMPY8HW,يلزمني نعمل جام على كل تعليق سب هالمسخ والا نكتب كتاب كامل سبان وشتيمة,0
7RRMVR0,فنانة مكتملة تمشي مع الاقلام الكل كيما قال شكيب,1
ZOIIEYN,عقاب للمشاهدين,0
FATUD9Z,Bravo 👏 walid baredtliii 3la 9albiii ya m3allemm.bravooooo,1
FHLFHGE,بالصراحة لا علاقة بالتمثيل,0
TAAU97E,Tfou,0
H7E9693,يعرف آش يقول و واثق من روحو,1
EYGY05L,ملي مساطه وبلاده وركاكه اخيت اخيت,0
5V3EGSI,Tla3 9bi7 echayouba hahahahhaha,0
QNJFJ4B,Bhim,0
MT6NCTT,Tfouh 3lik ya massekh nadhel,0
XN0MAJH,مقرف، مستوى متحط، لأول مرة أجد نفسي متعاطف مع النهضة، إضطررت لتغيير القناة لأنه سبب لي الغثيان,0
PPHS1M7,عجبتني,1
OWJ1H35,راجل و هاو طلع ارجل من شكيبة,1
YAAR1AQ,Bravo,1
0F4X270,7asilou wa7dk fil wahra,1
CUIAW3M,ملاهط تونس,0
LCM2T0G,Masssssssssssta,0
BKYFHSU,اكبر طحان و اكبر دجال .. ايجا لجربة و شوفوا شيعمل مع اليهود .. خسارت كان هاك الجبة,0
2KR6LVU,أنا نحب أولاد مفيدة,1
NFK8HWQ,Tir ma5yeb rasik,0
L7L8SLL,عجبتني حلقة اللية حسيتها رايقة برافو حسين الديك واصل هكاك,1
732M4B3,mamsathom ya latif w haka l jomhour li yadh7ak lezmou 7ar9 be nar,0
O8PEULI,بففففف تو ها التافهة هاذي تحكو عليها انشاء الله ضو ياكلكم وياكلها,0
JXAYOK6,برجولية معلم جعفور,1
8UW9K6K,Erta7na men maya jena esa5ta hedha,0
4AD58CX,جبالك الرواسي ولاعبدك الثقيل يا فرطاس يا تافه، قالو عامل حزب صوت الفنانين و عيلتو ما صوتولوش ههههه يا فااااااشل,0
P8J5S62,سكاتش تحفونة برشاااا (y),1
ZOV5A5Z,نموت عليه ياسر يعجبني,1
RNANEMW,ھھھھھھھھھھھھھھھھھ موش نرمال تقتلللللللللللللللللللللللللل,1
JH7AQ0B,maset,0
S4HV5YK,"Rabi m3aha , wenchllh rabi iwfa9'ha w nchoufou ma a7sen",1
ZXI39G7,Rabi am3akom,1
QPFMZR0,هؤلاء قوم لا يمكنهم العيش بكرامة و لا بحرية هؤلاء يعشقون جلاديهم....يرقصون فرحا لعودة أحد كلاب بن علي اليوم كم يتمنون في أنفسهم عودة سيدهم بن علي,0
POB9QYT,حصيلوا حتي كان يحطوها في عسل  تقعد ماسطة لاسطة,0
568DT6Y,TFOUUUUUUUH 3LIK W3LA LWAKT ILI WALA CHLAKA KIF HADA FI ETALEVZA .WLAHI MOUCH 3LA KATER ANOU MA3A BEN 3LI HADA KOL WA7ED 7OR AMA 3LA KATER T7AAAAAN KBIIIIIR,0
W9EDLFD,معلم يا سامي معذبهم كل,1
IH4MJ52,نعلة الله عليها ان جزائري نحب الشعب التونسي بصح هذه نكرهها كلبة,0
U3BS612,بنجاح وتوفيق,1
A9RXT2U,"Ya Amine Ken jit inti ki tefah ech tkoun? 

كلب نهضاوي ما يسواش
أشبيه ماسط هاكا إيقول لشكيب نهضاوي علاه ما يسألش لعماري أشبيه من النداء
الي مزبلة التاريخ..
مقداد مشى يستريح ههههههههههه ملا مسخ هههههههه وهاو تعارك مع وحدة من الجمهور
mas5a 5amja tfoooh 3lik
تفففففففغغغغغغفغففوه. عليكم الكل والله ااعزيز لا تحشموا حسبنا الله فيكم اعلام العار
Ya jehél ....
أمسط واتفه خلق ربي،لعنة الله عليه وعلى امثاله..قال يفذلك خييييت ممسطو
ما ابلدكم تقعدو طول عمركم اعلام العار
Malla mssekh ras lanbout tfouh 3lik
Chammmsedddine wabbbbna  tfiiiiihhhhhhh
Barcha fdhaye7 😑
بولحناك هذا طحان و لحاس
ماسط ما تفدلكش خير
Nahthawi bayou3 ou galtin tjibou fih fi blatouwat tounsiya
شعب منافق والله وحشاء الشرفاء شعب أكثر طحان وديوث
قحبة بكوارتها
ya chakib bara chouf 9asmek 3ala rebi rek mase9 w man9ek maset w bkoulek masset
Mmmmmmmssssssit
Miselech 9ool mestawyette enti fesdaaaaaaaa
مشبكم ملا مارك
جاهل و متخلف ويحكي على الثقافة كي العاهرة الي تحكي على الشرف
Brabi ma3adech tjibouh hel jaheeeel
قليل حياء وعديم التربية بأتم معنى الكلمة وجميع تصرفات النذالة عملها والي يزيد ينرفز سكوت أمينة عليه
Floppp zinna
Ijahl msiba
maaaset  yé5ou fi flous zéyéd famma barcha athmer ménnou 3lé hakka pfffffff téféh barcha
لعنة الله عليكم متعلمو كان الفساد
انت لا تمثلي نساء تونس و لا تمثلي تونس  dégage
Hatta ahna twensa 93adna dho7ka . Fdhaye7 lotof w barra . Allah yfarej 7alkom
mrith wlh bara badel dwa eli tochreb fih rak 3awert mrith ti blastk fi razi ya tafeh wlh makch nrml nakerhk wzedt krahtk
T3ayaf ffffff ffffff
تافه منتفرجش
Enty akaber masa5 y mou9aded Ti bara tttiiiiitttttt
جهنم وبءس المصير لكل فاسق
ماصطة لاسطة وخيتي نشك كان انتي مترجمة تحكي بتونسي بسيف باش تحكي بلغة الغير ؟ هههههه
Ms9tha INES tu o5tha rhi normalement tsam7ha m5yb 9lbha
يا شكيب المبرر متاعك تافه تقدر بن علي كرجل عادي و صاحب غريزه الي هي عاديه جدا لدي كل الرجال لكن لو تعرف ما فعل بن علي لالبلاد ستخجل من البؤر التافه الذي تعطيه و للالاسف الجهل مصيبه
Fadina mel oujouh lemkalba nhar el kol madin ou jouhem fi talfza bel akhas hal kariouka
مايعجبنيش اما ربي معاه
تاكدت انك امسط واحد ريتو في الدنيا يجي بعدك دالي النهدي ربي يستر لا تبرك هالبرنامج
Rabi yahdi ma5lak 😩
الله لا تربح سامي الفهري عالتفاهة وقلة التزبية متاع الساقط شكيب احد صناع البحيري وقفاف النهضة
ti kalb tajamou3i moch metha9ef go3r
wled Sami elkaleb
عزوزة خارفة
عيب عليه ما يجيش نضحكو على حد مش قاري ما حبيتهاش منو وكا لطفي بجاه ربي علاه جايبينو ماسط لاسط
يا ريتني  جيت غادي اقسم بالله انا طفلة و نخرجك ازرق مفرك ... تعرف نعيمة الجاني اش عملت في لسلوسة وكلتو البوزة ... يا خنيث اندادك يا كلب لعنة الله عليك دنيا و آخرة اما العيب موش فيك العيب في الماخور التونسي الي جابك تفو عليك و عليهم ... الله يهلكك خليتني نهبط لمستوى مهوش مستوايا .... وين باش تلقاو قبوراتكم يا تحبو تقطعو النسل البشري .... حرام عليكم حرام حرام حرام الله يحرقكم بالنار و يطفيوكم بقاز كيف محرقتولي اعصابي ... الله لا يحقلك حق و يجعل راسك يتشق انت و امثالك وهف يلمك .... المشكلة الي انا نحب نعايرك اش باش نقلك ماكش راجل ؟؟؟ يا ناري ماكش باش تحسها
من مسلسل خامج ال فيلم اخمج ملا منضر لقرايا و الثقافة متاعك قالولك عري روحك  و أعطي رأيك في المحرمات
Flop👎
أمسط خلق ربي
ya lotefi abdeli na9ase mn baleda
Ma5ieb rasou hal fsala
مسلسل تافه و شعب اتفه
ماسط لاسط 😱😤😝
mafemech chkoum amsset w abhem w arak maka l ma5lou9
ملا ساقط الشيب و العيب حقو راو يعطي فيحق ربي راجل كبير يدا فع عالمثلية
والله خرية مڨجڨج علاها الذبان خيييييت ملا امارك
seel3aa :*
omeke 9a7ba
برنامج دخل في الرتابة و بعض الاحيان التفاهة شخصيا ماعدش نتفرج فيه
Jabri ou mejee chay
مل فظاءح
مثير للاشمئزااااز..",0
CMMLRGE,nour a3ez man3di rabi ya3tih 3la 9ad 9albo,1
QTNHM0F,Fdhaya7,0
EY9IHYE,Tfouuuuuuh,0
ZQQLOHB,سي عبد الفتاح كﻻمك ديما موزون و في بﻻسطوا أما سايس عليهم شويا :-),1
QN596KJ,أذهب فأنت أحد الأغبياء,0
7M5CZFU,mal9aw ken nwfall !!!!!!! masssetttttt,0
R68PC58,tfouh 3likom ya ta77ana,0
JYT2BUY,جالغ برشة وبا يزبّل السّهرية,0
7RLHCK3,روع المسلسل,1
PKT3963,متزن في كلامو متخلق مستقبل واعد,1
RXWCPQT,محلاه صوتها,1
PFX7852,TAFHA W MASS5A,0
66ICFMB,"ملا لكزة

Bjahrabi nahouh rahou miboun
mla 3bd :v
منااااااظرتفووووووه على التفاهات و التافهين
و وجودك انت مهزلة يا حيوان #مستويات
والله خسارة فيه كرسي مايا القصوري واحد لا يزي مسطك و زيد بيوع و جبان بش ما نقولش حاجات أخرى. وهف يهزو مرات نحسو موش تونسي
5iiiiiit gefach masta kan mchit salit 5irelek
Besla
راك ماااسط
وينو الماسط نوفل
بلاتو النفاق بامتياز
والله عيب على القناة ومقدم البرنامج.جايب واحد يرقص باش يحكم عللى السيد القاضي.يزينا عاد رانا فدّينا.الرجاء قراءة هذا التعليق
الله غالب مااااااااااااااصطا ماعندهاش القبول
العيب مش فيك في ابو صلعه لي جايبك حشمتونا قدام الاجانب جاب ربك لي ميفهموش تونسي برشا
khamej barcha
مكيش لا تاع فن لا تمثيل كون تشري فكرون تربيه خير
طحان كبييييييير
tfouh mella chleka
منافق
bda yemsat
كان التافه و خوه.
لا فلح لا في التمثيل لا و لا السياسة
rahdane ekbire
بيرم اناني برشا
لا تمثل المرأة التونسية وليست مثالا لنساء تونس
بدا یمساط تحسو یحب یضحك العباد بالسیف
massta
Mawatthech lbsa jmla
ماشي وتمساط وننصحك في الموسم القادم باش تجيب جديد ونوع شويا
Maaaast laaaasset !!!
Ma5ibou lonti ly 3mltou
mamestek ;(
Khiiiiittttttttttt 3lik, 9atletkom elghira wel ghazoul min lotfi
etfouhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh alikkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk ya omasi5555555555555555555555555555
تافه جدا
Milla baslla
ملا كمشة همل تفوووووووو
الشيب والعيب
ما مسطو كرهنا من وجو ديما تجيبو  فيه
maseta barcha wthrbata fi roheha whiya 3moreha 100 wgoufa babourek zafer chef darek 5erlek memti
A333 cha3rou i9azzzezzz...ihebouh ken sgar hesb manchouf..yekhi clouun??
حسيبهم ربي في شهر فضيل يحكيو علي حكايات العهر والفساد
masettttt .. laseeeeet nakrhou pffffff
Waheed ya3tiih zouz kfouuuf idaw5ou pffffffff maasaa5
ماسط  لاسط. ........... و ماء سخون
marzen chekfa
Ya amine tab9a dima masset wdhyefek mastin w3elmanyin wsoueletek masta wd5alt di matahet ya jabri
Bara rawa7
Tawa hethi ghneya brabbi... pfff ya kafon fi9 naf7tek rehi taret.
منحط.منحط منحط منحط منحط منحط منحط
Aaaaaa33333 marakkou w mabslou
جبري بأتم معنى الكلمة ...وزيد معاه ريان يوسف. هوروزمون جاو فرد حلقة باش ما ترصيلناش نراتيو حلقتين
7al9a mta3 9ou7ab 3meltou 3ar ya twansa rakoum
L 3ib mech feha l 3ib fili istad3awha w mas5oulna wednina!!
mahouch fannen jemla mo5o zebla
Tfouhhh alik ya kelb
karakouz inyouz
bésla yeserrrr
والله العيب في تلفزاتنا اللي تجيبنا في هالاشكال هذي برجولية شيء يحشم
Mala mostawa w mala manta9 .. Famech 7ad Masset 9adouu .. Ya7kii 3laii daleji chneya 3maal kali howa 3mal 7aaja .. Ya7kii 3laii 2estiya2 je crois que ayssou menou .. C'est du bla bla blaaaa .. Il cherche le buzz pas plus
etfor5 wemsata yekleb
ماسط
شلايك
حيوان و قليل حياء و جاهل و عيب باش تنسبوه للثقافة
c pas possible mamstou
Massta
mast last
مفكر ماذا أيها الأبله
zeyd 9a7ba kbira t7eb tnayek  9bal el 3ers pffffffffffff
ربي يهلكم ممصتكم وممصت مسلسلاتكم شلايك
الفن بكلو مريض
انا مستغرب كيفاش ما طلعوش ليه قرون من كثرة الطحين والرخص
ملا حثالة مستدعيه ، قواد ولحاس ، طيح مستوى البرنامج ، ما هذا !!!!!! زبلة
اكبر حقير
Ya 5ouya mamstou
قناة الرذيلة و العهر
Brabiiii saybouh chakib war7mouh wenti ya amin rak kathartelha mamstik
mamstou ou mamset ghnayetou ou mamset 7wayjou t9oul fibelou brou7ou om kalthoum tounes ghana fel 7athra wimayel walleli charle aznavour nsit mamset esmou pfff ghaleb 3leya ou zid chouchouwet 5ayfin menou
انت شكون انت جبري انت فوزي بن ڨمرة..
tfouh 3la hal manather
يا قليييييييييل الادب
برشا نيفاق
شلايك
Maaaaassssttttttaaaaaaa
3amlet l3ar wallah 
الحوارالتونسي 
",0
ICQ1Y2R,Tefeh,0
NU848ZF,emassakhhhhhhhhh yesserrrrrrrrrr -_-,0
7K7FTPB,افضل ممثلة في تونس,1
6KD4D6Z,والله لطفي العماري كان يحطوه رئيس لتونس ما يخدمها مليح و الله فاهم اللعبة في تونس ملييييح مليح برافو كلامك في الصميم يا لطفي عكس شكيب,1
FGDCLYB,Nour tberkalah 3lih wasil,1
6JD0ER8,معلم,1
995D4M9,Heyla,1
W21V9JJ,ملا بغل .ناقصو ذيل ويقول حو,0
X4B7I6G,offfffffffffff mamstou w matfho w ma9l torbitou,0
2ZIYEFW,ماسط لاسط رجعوولنا نوفل بصراحة امين مش متع تلفزة كعب لا  و الحصة متع البارح هزان و نفضان,0
F1LK7EO,3asel 😙😙,1
0R00XTF,bravo hiya mounachta naaaaaaaaaaachta............,1
BPIFRFU,بصراحة تعجبني خاطرها عاملة قدر ال خدمتها و تستاهل كل خير,1
C4L4YJ0,روعة,1
